registrant_lobby_actor_id,firm,lobbyists
7990,Families USA Foundation Inc.,2
354078,Reserve Component,2
49706,Federal Policy Group LLC,2
193402,Mayforth Group LLC,2
87892,Federation of Electric Power Companies of Japan,2
320317,Forterra,2
25563,Lam Research Corp.,2
237843,Firefly Aerospace Inc.,2
217891,Start Early,2
288980,First American Financial Corp.,2
220038,76 Group,2
360025,First Day Public Relations LLC,2
220081,9b Group Inc.,2
171809,First Solar Inc.,2
220731,Spotify USA Inc.,2
4135,Florida Bankers Association,2
58037,Society of Nuclear Medicine and Molecular Imaging,2
165344,Capitol Ventures Government Relations LLC,2
333514,One+ Strategies,2
53485,Card & Associates LLC,2
57701,Laboratory Corporation of America Holdings,2
189847,North South Government Strategies,2
241423,North Star Strategies LLC,2
14799,Northern Arizona University,2
190374,Children's Hospital and Health System Inc.,1
177035,Mazda Motor of America Inc.,1
223758,Williamson Law and Policy PLLC,1
319500,FIGS Inc.,1
40519,Rock and Associates,1
232123,White Coat Waste Project Inc.,1
229746,Carpenter Strategic Consulting LLC,1
295971,Norton Rose Fulbright US LLP,1
271905,Christopher and Dana Reeve Foundation,1
349405,Resolutionaries,1
175985,West Virginia University,1
235667,"Ferguson, Ian Douglas",1
111362,"Rohde, Barbara Jo",1
166741,"Wolfe, Terrence C.",1
199526,Capitol Government Solutions LLC,1
353302,"Noskwith, Tobias Peter",1
12025,Chugach Alaska Corp.,1
348554,"Marshall, Jordan C.",1
4011,Washington Policy and Analysis Inc.,1
17654,FIA Inc.,1
355898,Right Policy LLC,1
351992,Right Turn Strategies,1
340899,Capitol Pillar LLC,1
330660,Lake Shore Strategies LLC,1
53698,Cintas Corp.,1
198025,"Marks, Patricia Ann",1
360398,"Watts, John Whitney",1
78353,Fidelis Government Relations LLC,1
66755,Rose Co. LLC,1
312241,Windward Strategies LLC,1
304748,Capitol Solutions LLC (District of Columbia),1
16228,Society for Neuroscience,1
218407,Emanuel and Associates Inc.,1
52008,Fox Potomac Resources LLC,1
324098,Waypoint Strategies LLC,1
16635,Florida State University,1
14479,Royer Law Firm,1
7346,WineAmerica,1
298600,Capitol Transportation Consulting LLC,1
253094,Odawi Law PLLC,1
326078,Energy Workforce & Technology Council,1
220134,Franklin Square Holdings LP,1
342709,Rose Group Advisors LLC,1
68662,"Foley, Patrick D.",1
356851,Rumble Inc.,1
289611,RPN Advocacy LLC,1
354671,BWC Consulting,1
359704,Nuclear Threat Initiative,1
78527,Cengage Learning Inc.,1
75555,"Frohman, Charles D.",1
230176,Rotunda Group LLC,1
297740,Fortinet Inc.,1
348728,"Rex, Christine D'Amico",1
73228,"Ruffalo-Farnsworth, Kathryn E.",1
345094,C.H. Robinson Worldwide Inc.,1
357843,Software in Defense Coalition Inc.,1
294558,EQVstrategic LLC,1
343070,Mahr Strategies LLC,1
152053,RM2 Consultants Inc.,1
178244,Foundation Medicine Inc.,1
29402,Massachusetts Medical Society,1
359646,Washington Advocacy Group LLP,1
56351,Capitol Consultants LLC,1
151811,Sony Music Entertainment Inc.,1
355851,Esham Strategies LLC,1
332944,"Manhart, Sebastian",1
112016,Rivada Networks LLC,1
6240,Macon Edwards Co.,1
359892,Maven Advocacy Partners LLC,1
329598,Roberti Associates Consulting LLC,1
15256,UWC - Strategic Services on Unemployment and Workers Compensation,1
360197,Spiral Hub,1
31406,Federal Agricultural Mortgage Corp.,1
14389,C. Baker Consulting Inc.,1
313202,"Rivera, Beatrice",1
149817,"Maggi, Philip James",1
333051,McCartin Public Policy Group LLC,1
308840,Rochester (N.Y.) Regional Health,1
110533,Wakefern Food Corp.,1
326348,Springer Nature America Inc.,1
191478,Federal Resources Group,1
259327,Cactus Group LLC,1
359721,Atlas Advisers LLC,1
113750,Malaysia Tourism Promotion Board,1
301949,"McDonnell, Robert Francis",1
262103,McGinnis Lochridge,1
293503,Folger Square Group LLC,1
341202,SSA Marine Inc.,1
191667,Lennox International Inc.,1
199259,Canadian Solar Inc.,1
54951,Atoka International LLC,1
340170,Mallard Consulting LLC,1
205618,Winn Strategies LLC,1
33752,Retired Enlisted Association,1
302612,Fonnesbeck Capitol Strategies LLC,1
242373,Spangler Strategies LLC,1
359506,Nordest Advisory LLC,1
329368,CAPCVENTURES LLC,1
149813,ATS Communications Inc.,1
313583,MCB Consulting Inc.,1
262359,Wise Capital Strategy LLC,1
79880,McClintock Associates Inc.,1
148456,Food & Water Watch,1
259178,Land Conservation Unlimited LLC,1
333616,Land Stewardship Project,1
166988,CapitalEdge Advocacy Inc.,1
25139,Auctane Inc.,1
94516,Marshfield (Wis.) Clinic Health System Inc.,1
315990,Who Dat Strategies LLC,1
143345,Fighting Apartheid Confrontation Transformation Systems Inc.,1
324151,FORA Partners,1
172560,Lanny J. Davis & Associates LLC,1
327475,Langley Consulting LLC,1
46507,Florida Crystals Corp.,1
159705,Avery Dennison Corp.,1
46452,Masco Corp.,1
192918,CAR Consulting Services LLC,1
251984,Financial Accountability and Corporate Transparency Coalition,1
359719,First Nation Group LLC,1
294242,Law Office of Michael R. Klipper PLLC,1
147304,LanzaTech Inc.,1
17912,Florida Farm Bureau,1
353939,Backstop Strategies LLC,1
104093,Mattingley Group,1
292607,Care In Action Inc.,1
336114,First Amendment Partners LLC,1
346181,"FirstHealth of the Carolinas Inc. (Pinehurst, N.C.)",1
344732,Lee Sanders Strategy Group LLC,1
343151,Law Offices of John J. Faso PC,1
291396,Forest Hill Consulting LLC,1
231378,CSL Seqirus,1
58451,Capitol Impact LLC,1
341744,Care New England Health System,1
288877,FJD Strategies LLC,1
49784,Flight Safety Technologies Inc.,1
304538,Leeward Renewable Energy LLC,1
61940,Law Offices of Philip R. Hochberg,1
351162,Carlough Solutions LLC,1
338204,ArcelorMittal North America Holdings LLC,1
309757,Capitol Energy Advocacy LLC,1
343030,FIFA World Cup 2026,1
326354,Capitol Solutions LLC (Maryland),1
104436,Franklin Creek Consulting,1
38674,North American Export Grain Association,1
94042,"Lawlor, Laura",1
345042,Carol G. Holladay & Associates,1
12914,Association of Community Cancer Centers,1
26664,CARFAX Inc.,1
37276,Flynn & Associates Inc.,1
160702,Capitol Strategies Group LLC,1
211930,Franz Consulting LLC,1
234221,KTE Communications LLC,1
88494,North Carolina State University,1
159704,Feld Entertainment Inc.,1
356713,Asterix LLC,1
308335,Cargo Airline Association,1
302385,"Finneran-Tkachuk, Alexis Moira",1
249142,Capitol Advocacy & Government Affairs LLC,1
337440,Forza 151 Strategies LLC,1
12177,Federated Investors Inc.,1
3762,North Shore Consultants Inc.,1
61953,"Fern, Ellen Shaina",1
227636,"Dearing, Brian",1
301365,Carnival North America LLC,1
237806,First Principles Strategies LLC,1
351858,Capitol Advocacy Strategies LLC,1
140349,Calpine Corp.,1
259871,FDJ Solutions LLC,1
255954,O'Hare Infrastructure Strategies LLC,1
262182,Ferraro Group Ltd.,1
25537,Danaher Corp.,1
344181,Buckner Group LLC,1
153746,Marine Engineers' Beneficial Association,1
217281,California Trout Inc.,1
360719,Canfield Consulting LLC,1
206709,Federal Health Counsel LLC,1
226781,North American Millers' Association,1
327162,Filecoin Foundation,1
81934,Dance/USA,1
207391,Burton Kamins Advocacy,1
8831,Markquest,1
288184,Campion Advocacy Fund,1
350376,Cannon Pearce LLC,1
360640,Federal Money Services Business Association Inc.,1
284516,Center for Lyme Action,1
57039,Wigglesworth Co.,1
352703,Data Center Coalition,1
252315,Cameco Corp.,1
23753,Marquette University,1
8143,Major League Baseball,1
293652,Capella Space Corp.,1
310179,Exigent Government Relations,1
104263,Center for Sportfishing Policy,1
351628,"Reyes, Luis Carlos",1
317303,David Carlucci Consulting,1
145570,CapeDC Advisors LLC,1
33013,Martin's Point Health Care Inc.,1
227809,Friedkin Group Inc.,1
165483,CapitalEdge Strategies LLC,1
349562,ELITE Strategic Services LLC,1
241171,CEPI-U.S.,1
145262,Rheem Manufacturing Co.,1
332913,DBW Strategies LLC,1
359357,Capitol Consulting & Public Affairs LLC,1
316808,Foris Inc.,1
357799,Frontera Group LLC,1
191121,University of Minnesota System,1
346443,Ellerbe Government Affairs LLC,1
231311,Chain Link Solutions LLC,1
46309,Washington Gas & Light Co.,1
336264,Declassify UAP LLC,1
249825,Capitol Consulting Group LLC (District of Columbia),1
39483,"Freese, Maria P.",1
103337,Massachusetts Institute of Technology,1
203557,University of Mississippi Medical Center (Jackson),1
292238,Energy Exploration Technologies Inc.,1
219836,CC Law and Policy PLLC,1
342638,River Public Affairs Group,1
312736,DeFi Education Fund,1
55022,VITAS Healthcare Corp.,1
250159,Maersk Agency U.S.A. Inc.,1
51368,Margolin Group Inc.,1
219816,University of New Hampshire (Durham),1
310797,Chronic Care Policy Alliance,1
228103,CDB Projx LLC,1
323954,Rockies Aria LLC,1
25707,Democracy 21,1
358003,Vivid Strategies LLC,1
228681,Magill Associates LLC,1
68348,Maritime Institute for Research and Industrial Development,1
145629,Tri-State Generation and Transmission Association Inc.,1
284732,EJK LLC,1
304797,"Castle, William S.",1
246157,Rokala Public Affairs,1
336957,D-Fend Solutions Inc.,1
220545,Vulcan Materials Co.,1
338318,Majority Action,1
145292,Foxley & Pignanelli,1
45538,TriWest Healthcare Alliance Corp.,1
101403,Eklutna Inc.,1
350496,Castro Group,1
91233,Rosalind Franklin University of Medicine and Science,1
160416,Dialysis Patient Citizens,1
340388,Wacker Chemical Corp.,1
244226,Malaysian Investment Development Authority,1
234604,FocusDC LLC,1
359683,Troutman Pepper Locke LLP,1
333582,Elasticsearch Inc.,1
295069,VA Solutions LLC,1
347167,Rox Group LLC,1
304371,IEX Group Inc.,1
237658,Walker Strategies LLC,1
210401,Mallinckrodt LLC,1
356529,Raab Government Strategies LLC,1
102664,Pennsylvania Avenue Group,1
296457,Cronos USA Client Services LLC,1
70378,Vianovo LP,1
84145,"Rozsa, Gabor J.",1
3645,IKON Public Affairs,1
317409,Waller Consulting LLC,1
90820,Maloney Government Relations LLC,1
144056,Red Hat Inc.,1
225415,U.S. Justice Action Network,1
45462,"Heinz, Christopher",1
266432,ViaSat Inc.,1
356676,RRB Strategies LLC,1
60201,Intra-Cellular Therapies Inc.,1
306595,Waring Federal Strategies,1
19660,Marathon Oil Corp.,1
153214,"Redding, Robert Lee Jr.",1
240993,U.S.-India Strategic Partnership Forum Inc.,1
165465,Helena Agri-Enterprises LLC,1
232522,Vanguard Africa,1
359818,RS Group Consulting,1
903,National Association of Councils on Developmental Disabilities,1
312880,Washington & Madison LLC,1
330397,American Statistical Association,1
339615,Qorvis Holding Inc.,1
28143,United Motorcoach Association,1
305792,HMU Consulting LLC,1
213563,Vantage Point Strategies LLC,1
261748,Water and Power Law Group PC,1
214166,National Association of Development Companies,1
323911,Relation Strategy LLC,1
19277,American Society of Consultant Pharmacists,1
233925,Public Policy Advisors Inc.,1
67298,Tulsa (Okla.) Community College,1
304277,Hillcrest Strategies LLC,1
346284,Varnum Street Strategies LLC,1
228307,Water Quality Association,1
248551,International Society for Stem Cell Research,1
148414,"Rendall, Shari Lynn",1
27380,"American Association for Dental, Oral and Craniofacial Research",1
30871,Project on Government Oversight,1
61299,U.S. Cellular Corp.,1
244799,Holly Strategies Inc.,1
175066,RenRe North America Holdings Inc.,1
201518,WateReuse Association,1
359294,Innovative Consulting Hawaii LLC,1
301433,Valneva USA Inc.,1
93782,UPL NA Inc.,1
309131,Profectus Investments LLC,1
51203,Triangle Associates Inc.,1
140004,Hong Kong Trade Development Council,1
295151,Printing United Alliance,1
158751,"Waters, George",1
214732,International Diatomite Producers Association,1
338216,Valoon LLC,1
55410,Upstream Consulting,1
358410,Public Appeal LLC,1
226987,TriNet Group Inc.,1
337026,Howard Law & Policy Group PLLC,1
205564,Professional Compounding Centers of America Inc.,1
200031,Weinreich Strategic Group Inc.,1
1316,Independent Sector,1
79190,VF Corp.,1
317226,Urology Care Foundation Inc.,1
257300,"Providence House (Cleveland, Ohio)",1
159467,MAXIMUS Inc.,1
162757,"Hughey, Gaylord T. Jr.",1
79127,Protective Life Corp.,1
205279,Wells Health Group LLC,1
356218,Imperium Strategies LLC,1
238075,Viking Navigation LLC,1
149133,Allison Worldwide,1
360146,"Reiman, Abigail",1
169212,Friedlander Group Inc.,1
220006,Moda Health,1
225327,R2P Strategies LLC,1
88340,Western Organization of Resource Councils,1
6830,National Mobility Equipment Dealers Association,1
15650,WEC Energy Group Inc.,1
215614,Kidd Group LLC,1
339715,Remitly Global Inc.,1
14503,Manufactured Housing Association for Regulatory Reform,1
98499,Mondello Group LLC,1
297459,Rakuten Mobile USA LLC,1
360016,Dakota Strategies LLC (N.D.),1
199190,National Cooperative Services Corp.,1
196446,Rulon & White Governance Strategies et al LLC,1
328472,"Pérez, Carlos",1
346746,RENK Holdings Inc.,1
300436,Maritime Tactical Systems Inc.,1
343653,Monument Strategy & Solutions,1
190213,Randel Group LLC,1
343974,Daybreak Strategies LLC,1
258754,Harwood International Ltd.,1
88317,Rubicon Advisors LLC,1
333988,Trailhead Communications LLC,1
19775,Vitello Consulting,1
313406,Resolute Ventures LLC,1
210521,"Moore, Jonathan",1
353529,Red Carr LLC,1
198023,Defense Credit Union Council,1
326365,Hatez Capital,1
220092,Rock Creek Counsel,1
334523,Trane Technologies Co. LLC,1
172259,View Inc.,1
15041,RetireSafe,1
330799,"Moore, Kiana J.",1
231954,Redwire Space Inc.,1
3674,"Delaney, Glenn Roger",1
312064,"Hawkins, Lillian",1
346758,Rocky Mountain Institute,1
255722,Transport Project,1
49555,Vinyl Institute Inc.,1
4662,Ricchetti Inc.,1
320346,Moran Strategic Consulting LLC,1
7031,American Ambulance Association,1
27391,Delta Dental Plans Association,1
343107,Hazen Counsel LLC,1
255723,Rooster LLC,1
150033,Otterson LLC,1
244789,Waneta Strategies LLC,1
143859,Richard J. Leidl PC,1
334636,MZLS LLC,1
298238,American Association for Laboratory Accreditation,1
319659,CurrentStrategic LLC,1
304644,GTI Energy,1
80194,RSM US LLP,1
27248,Ovarian Cancer Research Alliance,1
358678,Build Capitol LLC,1
44685,Rick Maldonado & Associates Inc.,1
17843,Nammo Inc.,1
44999,American Academy of Physical Medicine and Rehabilitation,1
343155,CSL Group Inc.,1
305541,"Gwyn, Nicholas Crowther",1
47869,Rice University,1
163505,Owens and Minor Inc.,1
62864,UCB Inc.,1
231965,McCarty Financial LLC,1
297736,Rutledge Policy Group LLC,1
13940,American Advertising Federation,1
355855,Dentsply Sirona Inc.,1
234077,Habitat for Humanity International Inc.,1
349515,Ridge Path Strategies LLC,1
301264,Park Road Trade LLC,1
262214,Uncorked Advocates,1
315631,McColl Strategies LLC,1
342299,RWE Offshore Wind Services LLC,1
41280,"Skadden, Arps, Slate, Meagher & Flom LLP",1
50136,DeVry University Inc.,1
344047,Grove Climate Group LLC,1
173282,Rivian Automotive LLC,1
338350,"Park, Jennifer",1
212067,Unified Solutions LLC,1
316684,"McCormick, Mark",1
149646,Ryan LLC,1
230825,Skladany Consulting LLC,1
58292,ATI Inc.,1
20966,"Cohen, Gregory M.",1
337615,Windon Global Strategies,1
57599,Paul Marcone & Associates LLC,1
210970,University of Houston System,1
302225,Rosalynn Carter Institute for Caregivers Inc.,1
8969,Ryberg and Smith LLC,1
348724,Smith + Malek PLLC,1
12283,"Babbage, Robert Alexander Jr.",1
19398,National Thoroughbred Racing Association,1
337466,Leatherstocking LLC,1
62411,"University at Buffalo, State University of New York",1
176444,United States Fashion Industry Association,1
222073,Rosemont Strategies,1
354531,S2R LLC,1
234362,Alpha Strategies LLC,1
17227,Bacardi USA Inc.,1
202064,National Volunteer Fire Council,1
214208,Lester Health Law PLLC,1
222147,University of Central Florida,1
256830,Utility Workers Union of America,1
102698,Washington Matters LLC,1
339927,Alaska Native Chamber LLC,1
101680,Altrius Group LLC,1
317519,Avaaz Foundation,1
234911,Neale Creek LLC,1
230991,Nimitz Group LLC,1
34032,University of Nebraska System,1
288175,Alpex International LLC,1
148907,"Romansky, Michael A.",1
103854,Alexander J. Beckles LLC,1
301721,Alva Elliott Partners LLC,1
294002,Arm Inc.,1
210815,Nexus Government Relations,1
48406,Northern Trust Corp.,1
46200,University of Rhode Island,1
64068,Alstom Inc.,1
298183,RMP Strategies LLC,1
224532,Alliance for Patient Access,1
27969,American Municipal Power Inc.,1
343340,Array Technologies Inc.,1
174690,NHK Cosmomedia America Inc.,1
323007,Oculus Strategies LLC,1
342730,TRPR,1
17576,Unum Group,1
353435,"Williams, John R.",1
192055,Commerce Bank NA,1
41030,American Traffic Safety Services Association,1
302843,Arena Offshore LP,1
231037,Team Hallahan LLC,1
166162,"O'Donnell, John Alan",1
335073,TruSynergy,1
51093,UPMC,1
59946,Willis North America Inc.,1
358675,AI Policy Network Inc.,1
28280,American Staffing Association,1
42299,Association of Jesuit Colleges and Universities,1
201987,Teladoc Health Inc.,1
207023,"Oesterle, Aaron",1
77702,Turner Pollard Strategies LLC,1
152512,American Coalition for Ethanol,1
217327,"Wassenaar, Mike",1
160910,"Ainslie, Virginia J.",1
352200,Apollo Government Relations,1
91750,Hydrocephalus Association,1
344788,Network of Jewish Human Service Agencies,1
329628,OnMessage Public Strategies,1
9014,U.S. Maritime Alliance Ltd.,1
11426,American Foundation for the Blind,1
353684,Western Native Voice Inc.,1
60284,Advanced Capitol Consulting,1
88780,Appian Inc.,1
295055,Iggy Ventures LLC,1
11299,New Jersey Hospital Association,1
66590,"Smith, Cory William",1
220426,U.S. Policy Strategies,1
71120,Amedisys Inc.,1
245805,Yellowstone Strategies,1
219756,Advanced Policy Consulting LLC,1
325939,Ansys Inc.,1
47245,International Chiropractors Association,1
342818,"Chemtob, Stuart M.",1
46352,"Smith, Daniel",1
322923,"Tremont, Katherine",1
28163,American Society of Travel Advisors,1
164315,"Wynn, Albert Russell",1
353924,AE Industrial Partners LP,1
357291,Frontline Government Relations,1
256115,International Liquid Terminals Association,1
111414,Chesapeake Enterprises Inc.,1
31425,"Snell, Peter Leigh",1
87648,"Trisko, Eugene M.",1
25228,American Superconductor Corp.,1
313172,Your Global Strategy Inc.,1
151375,Agios Pharmaceuticals Inc.,1
95178,FujiFilm Holdings America Corp.,1
327913,International Motor Vehicle Trade Association,1
359253,Smith Davis Advisory & Research LLC,1
165793,Society of Chemical Manufacturers and Affiliates Inc.,1
258533,Prime Therapeutics,1
15931,America's SBDC,1
348872,Zero One Strategies LLC,1
337880,Committee to Protect Health Care,1
296498,G7 Reputation Advisory LLC,1
319438,National Association of Foreign-Trade Zones,1
339708,Cedar Innovation Foundation Inc.,1
321521,Last Energy Inc.,1
11339,Prison Fellowship Ministries,1
53474,Amitay Consulting LLC,1
15558,"Zirkin, Nancy M.",1
352384,Commonwealth LNG LLC,1
317054,Galaxy Digital Holdings LP,1
321527,National Fallen Firefighters Foundation,1
356454,Centerlight Healthcare Inc.,1
203547,Law Offices of George Harris LLC,1
305326,Providence Strategies LLC,1
296499,Anaklia Development Consortium LLC,1
232854,Biscayne Strategies LLC,1
203987,Complete Agency LLC,1
301789,Glencoe Strategies LLC,1
17312,National Head Start Association,1
235,CenterPoint Energy Inc.,1
1295,League of American Bicyclists,1
246115,Public Private Strategies Institute,1
360112,Anchor Group LLC,1
303812,Blount Strategic Initiatives LLC,1
191676,Conservation International Foundation,1
60500,GLSEN,1
238937,National Cannabis Industry Association,1
5624,Centrus Energy Corp.,1
335343,"Kuhnline, Dana",1
358605,Lewis Strategies,1
279619,Anchor Labs Inc.,1
212062,"Bracy, Charity H.",1
6754,Cook Group Inc.,1
206068,LG&E and KU Energy LLC,1
342102,National Children's Alliance,1
347128,SMA Solar Technology AG,1
35987,"Lachica, Eric",1
310224,Liquid Advisors Inc.,1
163742,Anschutz Corp.,1
170450,Blue Star Strategies LLC,1
327541,Copenhagen Infrastructure Partners Inc.,1
142142,"Gilfillan, Corinna",1
13719,National Association of Secondary School Principals,1
259620,Small Business Advocacy Council,1
342446,Lantheus Medical Imaging Inc.,1
348895,Loc Community Association,1
332938,GEO Group Inc.,1
191789,Blue Tusk Communications Inc.,1
332378,Council for Innovation Promotion,1
216514,Lowry Strategies,1
201803,National Association of Latino Elected and Appointed Officials Education Fund,1
160884,Small Business Majority Foundation Inc.,1
152675,LANXESS Corp.,1
170375,Loper Consulting LLC,1
10788,"Fuentes, José A.",1
3724,Bollinger Shipyards LLC,1
337083,CoreWeave Inc.,1
14208,Loyola University New Orleans (La.),1
262669,American Flood Coalition Action Inc.,1
31094,Medline Industries Inc.,1
343063,Ervin Policy Group LLC,1
349045,Lunatrain Inc.,1
76770,"Futey, Andriy J.",1
40277,Salem Media Group Inc.,1
231738,Correia & Osolinik PC,1
211523,Lucas Compton LLC,1
258408,American Forests,1
333658,Megafire Action,1
281028,Envision Solar International Inc.,1
235852,Global Witness Inc.,1
245234,Gallant Government and Law Group LLC,1
78713,Samuels International Associates Inc.,1
299315,Awsom Associates LLC,1
334684,M Financial,1
173791,American Frozen Food Institute,1
352669,McLeod Strategies Inc.,1
312598,Exodus Movement Inc.,1
25343,Georgia Institute of Technology,1
30971,GATX Corp.,1
69321,Sanders International Group LLC,1
336951,AZ DC Consulting LLC,1
359545,Lighthouse Strategies LLC,1
16459,American Intellectual Property Law Association,1
300334,Mercy for Animals Inc.,1
92561,Experimental Aircraft Association,1
360410,Gilley's Fastener Sales and Consulting LLC,1
104505,Lone Star Consulting LLC,1
226534,Sarah Blackwood Government Relations LLC,1
360633,Cruce Capitol Consulting LLC,1
95278,"McMurray, Ron",1
204341,American Sportfishing Association,1
68564,Messerli Kramer PA,1
296086,Farm Credit Mid-America Inc.,1
60389,Fuel Cell and Hydrogen Energy Association,1
233123,Lincoln Park Group LLC,1
305703,Sasol Chemicals (USA) LLC,1
262954,Cubic Corp. Inc.,1
336399,MEDSERCUREAN LLC,1
13804,American University of Beirut,1
143395,Miltner Reed LLC,1
156133,"Mills, Robert Everett",1
4369,Garrison Group LLC,1
283161,GlobalTech Strategies LLC,1
79617,Schaeffler Group USA Inc.,1
315977,"Cupp, Jennifer",1
208976,Meltsner Strategies LLC,1
345193,Global Shield,1
168304,Sexuality Information and Education Council of the United States Inc.,1
220042,Merevir Consulting,1
3047,"Gencarelli, David F.",1
294191,GM Cruise LLC,1
274802,"Scharif, Amir Goulart",1
351266,Curio Legacy Ventures Inc.,1
261259,Midfield Consulting LLC,1
318387,LGL Advisors LLC,1
294084,SHW Partners LLC,1
245078,MGD Strategies LLC,1
89834,Appalachian Trail Conservancy,1
359878,Giizhik Law PLLC,1
342401,Woodland Resources LLC,1
162271,"Dahlberg, Gregory Robert",1
208715,"Miklosi, Joe",1
152601,Liberty Square Group,1
356613,Simmons Energy and Environmental Strategies LLC,1
304306,"Mickenberg, Dunn & Smith PLC",1
328489,AnZu Strategies LLC,1
28938,"Kelly, Brian L.",1
308345,World Coffee Research,1
315516,Daniel Consulting LLC,1
218536,Milestone Federal Solutions,1
94424,Glass Packaging Institute,1
226623,Syngenta Corp.,1
345154,Senior Citizens Lobby,1
320734,AND Partners LLC,1
234195,Kent Caperton Consulting,1
228374,WS Atkins plc,1
295310,Ascendis Pharma Inc.,1
321523,Mill Industries Inc.,1
277541,Global Infrastructure Investor Association,1
15311,Syracuse University,1
10919,SENSE Inc.,1
337864,Varyag LLC,1
215718,Kinetic Solutions Group,1
112507,Government of the Turkish Republic of Northern Cyprus,1
210871,Association Headquarters,1
303818,MGV LLC,1
333680,Generation Investment Management LLP,1
315735,T A Business Development LLC,1
335076,Shionogi Inc.,1
342462,Vast Space LLC,1
92048,"Kinghorn, Hilbert & Associates",1
102530,Grassroots Political Consulting LLC,1
156905,Arianespace Inc.,1
304579,Sentencing Project,1
357561,Genesis Health Sciences LLC,1
69959,"Sweetnam, William F. Jr.",1
304810,Shipt Inc.,1
206339,Republic Consultants LLC,1
151701,Pacific Atlantic Partners,1
248662,Brown & Fortunato PC,1
202004,Armory Hill Advocates,1
214020,Serlin Haley LLP,1
583,AMVETS,1
323021,Pointclickcare Technologies USA Corp.,1
198117,Sila Nanotechnologies Inc.,1
330344,V2X Inc.,1
300743,Pacific Defense Strategies Inc.,1
324853,"Goldstein, Jordan Tyler",1
327384,IKYR LLC,1
145157,"Serna, Baltazar R. Jr.",1
62334,FrontlineCo,1
360057,Theyfeartruth Federal Government of America,1
207042,Ceres Inc. (Massachusetts),1
354562,Veritas Health Policy LLC,1
221559,Park Street Strategies LLC,1
226968,Brand South Africa,1
102,Illinois Health and Hospital Association,1
220197,SES Space & Defense,1
348369,G Squared Strategies LLC,1
208882,Think Policy Consulting LLC,1
333186,Chesterbrook Group LLC,1
360978,Vernonburg Group,1
343468,Parlay Strategies LLC,1
350825,Branz Consulting LLC,1
93658,Austal USA LLC,1
337253,Mintovate Technologies LLC,1
70558,Galileo Consulting Group Inc.,1
171105,Thomas Capitol Partners Inc.,1
346022,Center for American Medicine Resiliency,1
94299,Vestas-American Wind Technology Inc.,1
312275,Parry Labs LLC,1
88490,Greenpeace USA,1
301126,Delta Offshore Energy Americas LLC,1
309502,"Silk, Ezra",1
218615,American Automotive Policy Council Inc.,1
340644,Tidal Basin Advisors Inc.,1
346772,CHM LLC,1
207708,Real Estate Services Providers Council Inc.,1
312384,Partnership for Quality Home Healthcare,1
336821,Greg Wilson PR,1
27253,"Dartmouth-Hitchcock Medical Center (Lebanon, N.H.)",1
159683,"Simmons, Matthew Robert",1
17563,American Association for Marriage and Family Therapy,1
150658,Tim Yehl LLC,1
310608,E-Merchants Trade Council Inc.,1
233144,Redstone Law Firm LLP,1
42769,Pat Williams and Associates LLC,1
333864,Kansas State University,1
351834,David T. Murray LLC,1
70614,Sinclair Broadcast Group Inc.,1
90327,American College of Medical Genetics and Genomics,1
56398,PoliSpace,1
245377,Slaiman Consulting LLC,1
349382,Rasmussen Consulting LLC,1
297233,Pearson Wilcox Advocacy LLC,1
164498,"Kayes, Kevin D.",1
284407,Davison Van Cleve PC,1
220901,Shorelight LLC,1
101978,American College of Preventive Medicine,1
214187,Population Connection Action Fund,1
347126,SMA America LLC,1
349014,Quickel Consulting Services LLC,1
301747,Peloton Interactive Inc.,1
21274,"Kazanjian, Miriam Alexis",1
283982,Astroscale U.S. Inc.,1
262863,Sidecar Health Inc.,1
171585,American Family Mutual Insurance Co. SI,1
196575,Portland PR Inc.,1
344668,SMBC Americas Holdings Inc.,1
77788,Capitol Connections LLC,1
114033,Korea National Tourism Corp.,1
348470,Keeley Law and Policy,1
302423,Association of Assistive Technology Act Programs,1
17591,SIG SAUER Inc.,1
237614,American Cotton Shippers Association,1
33161,"Powelson, Michael",1
342727,Carter Center,1
176037,Can Manufacturers Institute,1
102097,Korris Group Inc.,1
1752,"Keese, James P. III",1
220563,National Association of State Aviation Officials,1
225731,CloudFactors LLC,1
25921,Network Advertising Initiative,1
202425,PPG Industries Inc.,1
12692,Cartwright & Riley Inc.,1
233462,c6 Strategies LLC,1
89431,Oregon State University,1
81955,OPERA America Inc.,1
25181,National Funeral Directors Association,1
44542,National Fair Housing Alliance,1
354334,New Hill Consulting LLC,1
41649,Preservation Action Inc.,1
220328,Cascade Public Affairs,1
43828,California Children's Hospital Association,1
105107,Orion Advocates,1
360200,Knight Law Firm PC,1
21119,National Industries for the Blind,1
150780,National Health Advisors LLC,1
232032,Nexstar Media Group Inc.,1
52581,Prewitt Group PA,1
216130,"Missert, Stephanie",1
251963,CalPortland Co.,1
350011,Ostroff Associates Inc.,1
308375,"Knight, Peter E.",1
13781,National NeighborWorks Association,1
146729,National Association of Consumer Advocates,1
323652,Nia Vizyon Project LLC,1
311155,Stephen Ward Consulting LLC,1
8612,Cliff Madison Government Relations Inc.,1
233261,Camgian Microsystems Corp.,1
30367,"O'Toole, Mary Diane",1
256886,Outokumpu Stainless USA LLC,1
24452,National Oilheat Research Alliance,1
11282,National Cooperative Business Association CLUSA International,1
