registrant_lobby_actor_id,firm,lobbyists
24637,Emergency Department Practice Management Association,2
175332,KLA Corp.,2
339271,Corewell Health,2
337375,Molson Coors Beverage Co. USA LLC,2
254327,PotlatchDeltic Corp.,2
92844,NEC Corp. of America,2
312467,SolarWinds US Inc.,2
16644,Employee Stock Ownership Association,2
194410,Fair Isaac Corp.,2
230384,Travere Therapeutics Inc.,2
304339,Supernal LLC,2
265052,Moody's Corp.,2
339612,PHINIA Inc.,2
326584,AMWPR Inc.,2
310145,Students for Sensible Drug Policy,2
232836,EMC Strategy Group LLC,2
160786,Families Against Mandatory Minimums,2
353899,Tripp Hollander Advisors LLC,2
43327,Swisher International Inc.,2
234334,HR Strategies LLC,2
175579,PobleteTamargo LLP,2
343632,Anchor and Arrow Strategies,2
140463,Sumitomo Corp. of Americas,2
81220,Michigan Health and Hospital Association,2
1037,Family Research Council,2
213572,Partnership for Part D Access,2
158926,Sysco Corp.,2
317221,HSA Strategies,2
168625,Volkswagen Group of America Inc.,2
24841,Americans United for Separation of Church and State,2
283705,Joby Aero Inc.,2
99636,MENTOR: The National Mentoring Partnership,2
94802,Eversheds Sutherland (US) LLP,2
20133,U.S. Lumber Coalition,2
309956,Advocates for Community Health,2
342098,Hilton Worldwide Holdings Inc.,2
65058,Baylor University,2
107952,America's Power,2
229596,Issue One,2
8705,MHA Management Services Corp.,2
196539,EveryLife Foundation for Rare Diseases,2
48216,University of Florida (Gainesville),2
21832,Advocates for Highway and Auto Safety,2
49119,Hispanic Association of Colleges and Universities,2
151645,Randolph E. Cloud and Associates,2
304559,Ameriprise Financial Inc.,2
12493,Drug Policy Alliance,2
55014,Miami University (Ohio),2
221586,Federal City Strategies,2
91804,University of North Carolina at Chapel Hill,2
113084,Tourism Authority of Thailand,2
155822,"Hohlt, Deborah Messick",2
150928,Gevo Inc.,2
69866,American Society of Landscape Architects,2
176070,"Japan External Trade Organization (Los Angeles, Calif.)",2
358397,Skenandore Wilson LLP,2
10297,Laurin Baker Group LLC,2
38124,University of Pennsylvania,2
53234,ACA International,2
260331,Zillow Group Inc.,2
318469,Rebellion Defense Inc.,2
223536,American Wild Horses Conservation,2
206636,DeSales Media Group Inc.,2
58226,Colorado Springs (Colo.) Utilities,2
351331,Le Roi Capital - Sterlin & Sharma LLC,2
30125,National Turkey Federation,2
202877,38 North Solutions LLC,2
19512,Zionist Organization of America,2
45004,Red Flag Consulting USA LLC,2
190880,American Wood Council,2
349017,DH Diagnostics LLC,2
42497,Republican Jewish Coalition,2
310789,Drummond Woodsum Strategic Consulting LLC,2
359497,NexusOne Consulting,2
356651,Alcon Vision LLC,2
51534,BioMarin,2
296026,Animal Legal Defense Fund,2
47234,American Public Gas Association,2
64580,Human Rights First,2
194934,CJ Lake LLC,2
221850,Spark Therapeutics Inc.,2
158277,CMS Energy Corp.,2
258730,Compass Government Relations Partners LLC,2
11726,SCAN Health Plan,2
344843,Animal Legal Defense Legislative Fund,2
105293,Illinois Farm Bureau,2
214181,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, Its Territories and Canada",2
249565,Harmony Biosciences LLC,2
298589,Big Fire Law & Policy Group LLP,2
223639,Coherus Biosciences Inc.,2
75112,Kanner & Associates LLC,2
10915,Schramm Williams & Associates Inc.,2
324021,Global Action on Gun Violence Inc.,2
1995,Indiana Chamber of Commerce Inc.,2
144607,International Union of Bricklayers and Allied Craftworkers,2
258204,Havas Media Group USA LLC,2
82429,Digital Media Association,2
43647,Taxpayers for Common Sense,2
28551,GPA Midstream Association,2
28295,Golf Course Superintendents Association of America,2
326710,Global Point International,2
28385,Indiana University System,2
109025,Daimler Trucks North America LLC,2
203571,RBC Capital Markets LLC,2
157165,Eastman Kodak Co.,2
10705,Teach for America,2
350350,Bishop Consulting Group LLC,2
333999,Goodlatte Group LLC,2
259407,Ruttenkern Policy Group,2
317428,Hurt Norton LLC,2
68449,Atlas Air Worldwide Holdings Inc.,2
305902,Recycling Partnership Inc.,2
273094,Jocelyn Hong & Associates LLC,2
317556,Citadel Enterprise Americas Services LLC,2
222566,"Mooney, Green, Saindon, Murphy & Welch PC",2
82720,Grant Consulting Group LLC,2
354384,MO Strategies Inc.,2
12741,Husch Blackwell LLP,2
232497,Atcitty & Van Norman Law LLC,2
4793,Quest Diagnostics Inc.,2
161209,Physician Assistant Education Association,2
238061,Clean Fuels Alliance America,2
3398,"Museum of Science (Boston, Mass.)",2
20241,Boston University,2
39790,Morgan Lewis & Bockius LLP,2
5322,National Association of Wheat Growers,2
39244,Associated Equipment Distributors,2
149608,Professional Photographers of America,2
170303,Pitney Bowes Inc.,2
11073,Center for Science in the Public Interest,2
12072,S.C. Johnson & Son Inc.,2
213035,Boyd Gaming Corp.,2
351829,MVP Strategies LLC,2
322440,National Collegiate Athletic Association,2
3480,Association of Maternal & Child Health Programs,2
217379,Locke Lord LLP,2
38141,Plumbing-Heating-Cooling Contractors Association,2
16128,Celanese Corp.,2
43242,Household and Commercial Products Association,2
221168,Travelers Cos. Inc.,2
44102,Nassau-Suffolk Hospital Council Inc.,2
173132,National Association of Electrical Distributors,2
32799,Association of the U.S. Army,2
350139,Lilette Advisors,2
321115,Stiers LLC,2
237604,Sims Strategies LLC,2
200206,Vikki Cooper & Associates,2
327585,PEN America,2
301274,Cross Potomac Consulting LLC,2
215080,Intercontinental Exchange Inc.,2
142642,"Grossman, Marla Page",2
312371,Net-Negative CO2 Baseload Power Inc.,2
3352,"Policy Group Inc. (McLean, Va.)",2
388,Melwood Inc.,2
338385,Caesars Enterprise Services LLC,2
207562,KARV,2
49533,"Hearth, Patio and Barbecue Association",2
345468,Association for Frontotemporal Degeneration,2
144975,"H. Lee Moffitt Cancer Center and Research Institute Hospital Inc. (Tampa, Fla.)",2
18531,National Right To Work Committee,2
57502,Surety and Fidelity Association of America,2
10473,Metropolitan Water District of Southern California,2
360228,Capital City Consulting LLC,2
349486,Bon Secours Mercy Health,2
146267,Continental Automotive Systems Inc.,2
36723,Association for Professionals in Infection Control and Epidemiology Inc.,2
224766,"International Association of Sheet Metal, Air, Rail and Transportation Workers",2
296010,National Main Street Center Inc.,2
301536,Symetra Life Insurance Co.,2
102014,Michigan Farm Bureau,2
242036,Capital Park Partners LLC,2
27429,Keller and Heckman LLP,2
34110,Consortium of Social Science Associations,2
27600,Association of American Universities,2
295519,Clean Energy Buyers Association,2
15723,National Park Foundation,2
202221,Select Medical Holdings Corp.,2
46355,Hartwell Capitol Consulting LLC,2
351836,Capitol Asset Strategies LLC,2
348473,General Catalyst Group Management LLC,2
205546,Columbia University,2
16754,Arizona State University,2
353272,Clearwater Group LLC,2
14472,National Pest Management Association,2
335464,HDR Inc.,2
273100,HCA Healthcare Inc.,2
330897,Raven,2
347739,Linden Strategies LLC,2
160203,Advocacy Associates LLC,2
43526,Association of Zoos and Aquariums,2
315743,Mills Black LLP,2
341532,Natural State Consulting and Strategies,2
337704,McWilliams Governmental Affairs Consultants,2
294199,Health & Fitness Association,2
315721,VDMA America Inc.,2
351626,Primus Responsum LLC,2
203006,TNC (US) Holdings Inc.,2
50142,Association for Career and Technical Education,2
101498,Minnesota Farm Bureau Federation,2
265609,Alternative Fuels and Chemicals Coalition,2
39352,Center for Freedom and Prosperity,2
112217,McIntyre & Lemon PLLC,2
316893,Vannevar Labs Inc.,2
65901,American Orthotic and Prosthetic Association,2
84795,Tomhave Group Inc.,2
260889,Bachner Group LLC,2
286009,Mirsonia Group LLC,2
12347,Alticor Inc.,2
222722,Chemours Co.,2
60566,Hardwood Federation,2
331797,Americans for Homeopathy Choice Action,2
33250,American Pharmacists Association,2
5896,Owens Corning,2
33230,Crowley Maritime Corp.,2
15369,Security Industry Association,2
39338,National Family Planning and Reproductive Health Association,2
103451,Nemours Foundation,2
294024,Groundswell Strategy LLC,2
38680,Americans for Nonsmokers' Rights,2
214105,American Industrial Hygiene Association,2
30849,Pacific Life Insurance Co.,2
212189,D. Major Group,2
301271,SecurityScorecard Inc.,2
308327,American Battlefield Trust,2
69925,Netflix Inc.,2
192387,Meals on Wheels America Inc.,2
45513,Apollo Education Group Inc.,2
32075,American Geophysical Union,2
254178,"Parry, Romani, DeConcini & Symms",2
202276,Daly Consulting Group,2
210444,Micron Technology Inc.,2
280234,Global Payments Inc.,2
316771,Newmont Corp.,2
81358,Independent Pharmacy Cooperative,2
24539,Appraisal Institute,2
201437,Amalgamated Transit Union,2
212030,Otsuka America Pharmaceutical Inc.,2
11974,Public Broadcasting Service,2
313446,Healthcare Association of New York State Inc.,2
241994,Americans for Financial Reform,2
88820,National Safety Council,2
74881,International Longshoremen's Association,2
50326,Frost Brown Todd LLC,2
348080,American Citizens Abroad Inc.,2
84312,Outdoor Industry Association,2
320300,RaceTrac Inc.,2
344069,Healthcare Supply Chain Association,2
16761,American Sugarbeet Growers Association,2
60703,CJR Group Inc.,2
352152,Intersect Public Affairs LLC,2
14712,Genesis Group LLC,2
18914,University of Illinois System,2
46157,Knowledge Alliance,2
104126,LobbyDC.com LLC,2
162691,Lundbeck LLC,2
10926,American Tort Reform Association,2
19189,Cleveland (Ohio) Clinic Foundation,2
285368,Instacart,2
351636,Global Cold Chain Alliance,2
101804,Alternative & Direct Investment Securities Association,2
313223,GreenMet,2
228565,Fund for a Better Future Inc.,2
320405,Live Oak Banking Co.,2
29246,American Public Health Association,2
66560,"Nationwide Children's Hospital (Columbus, Ohio)",2
150807,National Association of Professional Employer Organizations,2
308784,Global Laser Enrichment LLC,2
24821,USA Rice Federation,2
6717,Brain Injury Association of America,2
316674,Linde Inc.,2
96343,"Glackin, Brian J.",2
38221,American Rental Association,2
323598,Telegraph Advisors,2
32501,Association of Schools and Programs of Public Health,2
307751,Protect Democracy United,2
166543,University of Arizona,2
288974,Brighthouse Services LLC,2
344067,LMH Strategic Solutions LLC,2
143196,AmeriHealth Caritas,2
30914,American Malting Barley Association Inc.,2
351840,"Haddow, Kelsey C.",2
247864,Danone North America PBC,2
220412,Lyft Inc.,2
215884,U.S. Steel Corp.,2
143893,Goodyear Tire & Rubber Co.,2
327502,Haleon US Holdings LLC,2
329990,Anthropic PBC,2
48462,National Creditors Bar Association,2
354480,National Consulting Services Inc.,2
253305,Aurora Operations Inc.,2
31392,U.S. Beet Sugar Association,2
72394,Vanderbilt University,2
321815,Government Affairs Solutions LLC,2
198200,Hamm Consulting Group LLC,2
37547,American Thoracic Society,2
222725,National Energy & Fuels Institute,2
60142,National Council of Textile Organizations,2
155412,IAC Inc.,2
43191,Trout Unlimited Inc.,2
17267,"Vanderbilt University Medical Center (Nashville, Tenn.)",2
174709,CoreLogic Inc.,2
346321,Haro Solutions LLC,2
24343,American Medical Rehabilitation Providers Association,2
98232,International Intellectual Property Alliance,2
14852,National Association of Government Guaranteed Lenders,2
155530,Autodesk Inc.,2
68913,"United Association of Plumbers, Fitters, Welders and Service Techs",2
6869,Professional Services Council Inc.,2
15239,Safari Club International,2
78754,McKinnon Group LLC,2
17341,American Motorcyclist Association,2
11696,Independence Blue Cross LLC,2
30460,National Potato Council,2
357868,Core Natural Resources Inc.,2
205153,Keys Group LLC,2
327626,Quincy Institute for Responsible Statecraft,2
252789,BNP Paribas US Wholesale Holdings Corp.,2
245063,CNX Resources Corp.,2
16755,American Hellenic Institute,2
359333,Diadem LLC,2
175390,National Public Radio Inc.,2
100703,Southern Environmental Law Center,2
18756,University of Wisconsin-Madison,2
198336,QVC Inc.,2
49165,Bombardier Aerospace (Holdings) USA Inc.,2
222700,CoAspire LLC,2
53305,Share Our Strength Inc.,2
171519,Insured Retirement Institute,2
12612,International Swaps and Derivatives Association,2
330431,Corrigan & Ussery LLC,2
298877,Ambassadors Group Inc.,2
327617,Caprock Strategies LLC,2
337155,WuXi Biologics USA LLC,2
353323,QatarEnergy U.S. Holding Corp. Inc.,2
19263,American Cleaning Institute,2
296144,Integrated Strategy Group LLC,2
180136,Interstate Natural Gas Association of America,2
339473,Conventum Group LLC,2
25108,American Academy of Sleep Medicine,2
351792,Ford & London Global Strategies LLC,2
297247,XR Association,2
324694,RBW Group LLC,2
336699,Allied for Progress,2
96915,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers",2
349427,Delaney Policy Group,2
159949,Commercial Vehicle Safety Alliance,2
175787,American Beverage Association,2
301254,Forza DC Strategies LLC,2
232016,Welsh Rose LLC,2
76532,Center for American Progress Action Fund,2
135983,Singapore Tourism Board,2
15338,International Association of Chiefs of Police,2
155234,Association of Public and Land-grant Universities,2
213829,Commercial Vehicle Training Association,2
4988,American Podiatric Medical Association Inc.,2
109996,Freeport-McMoRan Inc.,2
76843,Washington Strategic Consulting Inc.,2
7662,Center for Individual Freedom,2
44849,American Alliance of Museums,2
34592,Arkansas Farm Bureau,2
348589,Culton Consulting LLC,2
358107,ACRI Environmental Group LLC,2
658,American Gastroenterological Association,2
202984,Magna Services of America Inc.,2
245386,Westmoreland160 LLC,2
40850,Center for Reproductive Rights,2
320805,Quantinuum LLC,2
315394,ATA Action,2
297887,Ascendant Strategic Partners Inc.,2
353595,Ajjan Associates LLC,2
1093,American Seniors Housing Association,2
204079,Mainspring Energy Inc.,2
59278,Wildlife Conservation Society,2
227515,Middle East Forum,2
213831,Mack Strategies LLC,2
330385,"Culton, John B.",2
216504,Armitage Consulting LLC,2
173292,Mosaic Co.,2
22032,March of Dimes Inc.,2
13364,Lupus Foundation of America,2
311619,Roblox Corp.,2
321853,ERA Government Affairs LLC,2
203728,Catskill Mountainkeeper Inc.,2
20186,Cuneo Gilbert & LaDuca LLP,2
293616,Arconic Corp.,2
1999,"Mount Sinai Medical Center (New York, N.Y.)",2
207189,Finn Partners Inc.,2
37687,CAE USA Inc.,2
79683,Roetzel & Andress LPA,2
301969,LanzaJet Inc.,2
301796,Center for Employment Opportunities Inc.,2
227505,Cure SMA,2
221609,athenahealth Inc.,2
357564,Momentum Advocacy,2
57046,FirstStrategic,2
4095,Capitol City Group Ltd.,2
340014,Ronald L. Book PA,2
43761,North American Equipment Dealers Association,2
343144,Norsk Hydro USA LLC,2
194362,Daiichi Sankyo Inc.,2
150458,Capitoline Consulting LLC,2
175357,Hospice Action Network,2
316858,Flora Food US Inc.,2
17374,Carnegie Mellon University,2
258558,Marshall & Popp LLC,2
100364,League of American Orchestras,2
207790,Northwestern University,2
282604,Richard Attias & Associates LLC,2
23876,Washington Alliance Group Inc.,2
357239,Heterodox Academy,2
225710,Florida Sugar Cane League,2
256898,Fiber Optic Sensing Association,2
346564,MAS Advisory Inc.,2
148896,Washington Health Strategies Group LLC,2
278300,North American Subaru Inc.,2
107877,Revvity Inc.,2
92357,Western Skies Strategies Inc.,2
153490,Hitachi Ltd.,2
47218,CareFirst BlueCross BlueShield,2
57709,Fifth Third Bancorp,2
93940,Peebles Kidder Bergin & Robinson LLP,2
317077,Western Alliance BanCorp.,2
343433,Federation of State Medical Boards,2
218866,Windward Strategies,2
57695,White & Case LLP,2
80965,Covenant House New York (N.Y.),2
310824,CareQuest Institute for Oral Health Inc.,2
301947,McDonnell Group LLC,2
42249,PeopleForBikes,2
171442,Western Union Co.,2
256872,Legislative Strategies Group,2
160119,Capitol Hill Partners,2
219216,Transamerica Corp.,2
159070,Covestro LLC,2
53652,Capitol Hill Associates Inc.,2
71213,Robert Bosch LLC,2
211777,Trinity Health (Michigan),2
49877,Weyerhaeuser Co.,2
24929,Chesapeake Bay Foundation,2
354336,Capitol67 Strategies LLC,2
26922,University of Louisville,2
8251,Council for Opportunity in Education,2
166427,Watershed Results LLC,2
