person_id,first_name,last_name,party_name,us_state_id,district_no,display_name,Chamber,current_staff_count,staff_departed,turnover_rate
304455,Joe,Neguse,Democrat,CO,2,Rep. Joe Neguse D-CO-2,House,23,4,0.17391304347826086
307305,Lauren,Underwood,Democrat,IL,14,Rep. Lauren Underwood D-IL-14,House,23,4,0.17391304347826086
51277,Sanford,Bishop,Democrat,GA,2,Rep. Sanford Bishop D-GA-2,House,23,3,0.13043478260869565
420280,Robert,Garcia,Democrat,CA,42,Rep. Robert Garcia D-CA-42,House,23,3,0.13043478260869565
306860,Chrissy,Houlahan,Democrat,PA,6,Rep. Chrissy Houlahan D-PA-6,House,23,3,0.13043478260869565
51504,Doris,Matsui,Democrat,CA,7,Rep. Doris Matsui D-CA-7,House,23,2,0.086956522
198829,Mark,Takano,Democrat,CA,39,Rep. Mark Takano D-CA-39,House,23,2,0.086956522
51648,Mike,Thompson,Democrat,CA,4,Rep. Mike Thompson D-CA-4,House,23,1,0.043478260869565216
51508,Betty,McCollum,Democrat,MN,4,Rep. Betty McCollum D-MN-4,House,23,0,0
66859,Chellie,Pingree,Democrat,ME,1,Rep. Chellie Pingree D-ME-1,House,23,0,0
390300,Mike,Lawler,Republican,NY,17,Rep. Mike Lawler R-NY-17,House,24,9,0.375
259504,Jack,Bergman,Republican,MI,1,Rep. Jack Bergman R-MI-1,House,24,5,0.20833333333333334
51490,Zoe,Lofgren,Democrat,CA,18,Rep. Zoe Lofgren D-CA-18,House,24,3,0.125
198769,Brad,Schneider,Democrat,IL,10,Rep. Brad Schneider D-IL-10,House,24,3,0.125
51356,Mario,Diaz-Balart,Republican,FL,26,Rep. Mario Diaz-Balart R-FL-26,House,24,2,0.083333333
51438,Steny,Hoyer,Democrat,MD,5,Rep. Steny Hoyer D-MD-5,House,24,2,0.083333333
239242,Pramila,Jayapal,Democrat,WA,7,Rep. Pramila Jayapal D-WA-7,House,24,1,0.041666666666666664
51659,Nydia,Velázquez,Democrat,NY,7,Rep. Nydia Velázquez D-NY-7,House,24,0,0
189075,Bruce,Westerman,Republican,AR,4,Rep. Bruce Westerman R-AR-4,House,25,10,0.4
66873,Paul,Tonko,Democrat,NY,20,Rep. Paul Tonko D-NY-20,House,25,7,0.28
51476,Rick,Larsen,Democrat,WA,2,Rep. Rick Larsen D-WA-2,House,25,6,0.24
51359,Lloyd,Doggett,Democrat,TX,37,Rep. Lloyd Doggett D-TX-37,House,25,5,0.2
51457,Marcy,Kaptur,Democrat,OH,9,Rep. Marcy Kaptur D-OH-9,House,25,4,0.16
51349,Diana,DeGette,Democrat,CO,1,Rep. Diana DeGette D-CO-1,House,25,0,0
51389,Virginia,Foxx,Republican,NC,5,Rep. Virginia Foxx R-NC-5,House,26,9,0.34615384615384615
