"fec_id","name","incumbency","party_code","party","total_receipts","transfers_from_auth_cmte","total_disbursements","transfers_to_auth_cmte","cash_beginning","cash_end","cand_contr","cand_loans","other_loans","cand_loan_repay","other_loan_repay","debts_owed","total_indiv_contributions","office_state","district","spec_elec","prim_elec","run_elec","gen_elec","gen_perc","other_cmte_contr","contr_from_party","coverage_end_date","indiv_refunds","cmte_refunds"
"H6NE03115","SMITH, ADRIAN","I",2,"REP",622437.61,6844.2,325897.36,0,928233,1224773.25,0,0,0,0,0,0,169641.98,"NE",3,NA,NA,NA,NA,NA,428500,0,"06/30/2025",1333,0
"H6NE03172","HUEBNER, DAVID P. MR.","C",2,"REP",9951,0,5214.71,0,0,4736.29,0,0,0,0,0,0,9951,"NE",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NH01321","SHAHEEN, STEFANY","C",1,"DEM",532286.09,0,29364.42,0,0,502921.67,7000,0,0,0,0,0,496786.02,"NH",1,NA,NA,NA,NA,NA,28500,0,"06/30/2025",0,0
"H6NH01339","BERIONT, CARLEIGH","C",1,"DEM",162152.25,0,8660.66,0,0,153491.59,0,0,0,0,0,0,162152.25,"NH",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8NH01186","SULLIVAN, MAURA CORBY","C",1,"DEM",792282.25,10692.2,187629.83,0,7222.84,611875.26,0,0,0,0,0,0,743963.48,"NH",1,NA,NA,NA,NA,NA,37500,0,"06/30/2025",28050,0
"H8NH01210","PAPPAS, CHRIS","I",1,"DEM",2470766.21,9135.88,862562.87,0,407584.23,2015787.57,0,0,0,0,0,0,1992400.31,"NH",1,NA,NA,NA,NA,NA,467050,500,"06/30/2025",4178.82,5000
"H4NH01276","BRIGHT, CHRIS","C",2,"REP",0,0,1618.5,0,1848.23,229.73,0,0,0,0,0,186500,0,"NH",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4NH02399","GOODLANDER, MAGGIE","I",1,"DEM",1048392.45,12000,343393.75,0,57997.85,762996.55,0,0,0,0,0,0,938091.89,"NH",2,NA,NA,NA,NA,NA,96750,0,"06/30/2025",669,0
"H2NH02260","WILLIAMS, LILY TANG","C",2,"REP",253145.71,0,64540.46,0,129479.6,318084.85,0,80000,0,0,0,80000,172800.91,"NH",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",1423.49,0
"H4NJ01084","NORCROSS, DONALD W","I",1,"DEM",393687.15,0,167113.95,0,1707488.33,1934061.53,0,0,0,0,0,0,155812.44,"NJ",1,NA,NA,NA,NA,NA,212500,0,"06/30/2025",0,0
"H6NJ02228","WINDER, BAYLY PHILIP CHRISTOPER","C",1,"DEM",171552.31,0,8662.46,0,0,162889.85,7005,0,0,0,0,0,164547.3,"NJ",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8NJ02166","VAN DREW, JEFF MR","I",2,"REP",569244.41,400,386966.33,0,762430.4,944708.48,0,0,0,0,0,5000,476826.75,"NJ",2,NA,NA,NA,NA,NA,91770.51,0,"06/30/2025",0,0
"H4NJ03080","CONAWAY, HERB MD","I",1,"DEM",440560.15,0,189059.29,25000,37414.34,288915.2,0,0,0,0,0,0,197944.84,"NJ",3,NA,NA,NA,NA,NA,240374.5,0,"06/30/2025",84,0
"H8NJ04014","SMITH, CHRISTOPHER H","I",2,"REP",169409.77,0,132889.33,0,364065.17,400585.61,0,0,0,0,0,0,66036.68,"NJ",4,NA,NA,NA,NA,NA,102358.34,1000,"06/30/2025",0,0
"H6NJ05171","GOTTHEIMER, JOSH","I",1,"DEM",310414.1,201.07,12128478.09,0,20712493.06,8894429.07,0,0,0,0,0,0,86561.51,"NJ",5,NA,NA,NA,NA,NA,88500,0,"06/30/2025",362.86,-750
"H4NJ05150","GUINCHARD, MARY JO-ANN","C",2,"REP",115631.52,0,21709.37,0,1914.72,95836.87,0,1e+05,0,0,0,341038.9,15600.5,"NJ",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0NJ06214","HSU, JOHN","",1,"DEM",9191,0,8346.02,0,0,844.98,0,0,0,0,0,1925.86,9191,"NJ",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NJ06260","BANSIL, KATIE","C",1,"DEM",11544.36,0,13177.12,0,1653.67,20.91,7000,0,0,0,0,0,4544.36,"NJ",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8NJ03073","PALLONE, FRANK JR","I",1,"DEM",729596.02,0,576990.79,0,3071910.32,3224515.55,0,0,0,0,0,0,207606.8,"NJ",6,NA,NA,NA,NA,NA,507250.01,0,"06/30/2025",0,1000
"H2NJ08265","VARELA, BRIAN","C",1,"DEM",693883.17,0,71856.51,0,0,622026.66,10,4e+05,0,0,0,4e+05,293871,"NJ",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4NJ07131","VARTAN, GREGORY III","C",1,"DEM",157020.59,0,106150.28,0,28109.63,78979.94,2500,0,0,0,0,0,153926,"NJ",7,NA,NA,NA,NA,NA,391.2,0,"06/30/2025",0,0
"H6NJ07201","BENNETT, REBECCA","C",1,"DEM",913847.22,17254.2,241629.81,0,0,672217.41,0,0,0,0,0,0,875593.02,"NJ",7,NA,NA,NA,NA,NA,21000,0,"06/30/2025",105,0
"H6NJ07219","GARTH, MICHAEL JOSEPH","C",1,"DEM",500,0,61.81,0,0,438.19,500,0,0,0,0,0,0,"NJ",7,NA,NA,NA,NA,NA,0,0,"06/07/2025",0,0
"H6NJ07235","ROTH, MICHAEL","C",1,"DEM",302880.37,0,77636.89,0,0,225243.48,7875.04,0,0,0,0,6898.74,295005.33,"NJ",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0NJ07261","KEAN, THOMAS H. JR.","I",2,"REP",1902209.09,658854.5,441475.9,0,48286.67,1509019.86,0,0,0,0,0,22664.16,775710.68,"NJ",7,NA,NA,NA,NA,NA,462339.91,5000,"06/30/2025",8514.92,0
"H2NJ08232","MENENDEZ, ROBERT J.","I",1,"DEM",376111.85,0,219945.84,0,276685.56,432851.57,0,0,0,0,0,0,200851.5,"NJ",8,NA,NA,NA,NA,NA,172039,0,"06/30/2025",1200,1000
"H6NJ08183","BARILLA, RICHARD JOSEPH","C",3,"IND",5600,0,1659.32,0,0,3940.68,5600,0,0,0,0,0,0,"NJ",8,NA,NA,NA,NA,NA,0,0,"03/31/2025",0,0
"H4NJ09194","POU, NELIDA","I",1,"DEM",854637.47,28750,227410.67,0,152473.56,779700.36,0,0,0,0,0,0,396541.03,"NJ",9,NA,NA,NA,NA,NA,428550,172.04,"06/30/2025",500,0
"H4NJ10176","MCIVER, LAMONICA","I",1,"DEM",816847.19,0,351678.74,0,163212.47,628380.92,0,0,0,0,0,0,566247.19,"NJ",10,NA,NA,NA,NA,NA,250600,0,"06/30/2025",1711,0
"H6NJ11187","WILLIAMS, ANNA LEE","C",1,"DEM",5025,0,0,0,0,5025,0,0,0,0,0,0,5025,"NJ",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8NJ11142","SHERRILL, MIKIE","I",1,"DEM",21554,0,189140.54,0,184065.51,16478.97,0,0,0,0,0,0,500,"NJ",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",3930,0
"H4NJ12149","COLEMAN, BONNIE WATSON","I",1,"DEM",200211.65,0,140646.84,0,39378.09,98942.9,0,0,0,0,0,0,122711.65,"NJ",12,NA,NA,NA,NA,NA,77500,0,"06/30/2025",250,0
"H6NJ12250","LITTLE, KYLE D","C",1,"DEM",8986.59,0,1872.12,0,7114.07,14228.54,0,0,0,0,0,0,8986.59,"NJ",12,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2NJ12127","MAYFIELD, DARIUS","C",2,"REP",300.51,0,432,0,131.49,0,300.51,0,0,0,0,0,0,"NJ",12,NA,NA,NA,NA,NA,0,0,"01/23/2025",0,0
"H2NM01144","STANSBURY, MELANIE","I",1,"DEM",418899.35,6500,296362.98,0,145708.66,268245.03,0,0,0,0,0,0,325437.14,"NM",1,NA,NA,NA,NA,NA,85078.76,0,"06/30/2025",411.5,0
"H4NM01140","JONES, STEVE","C",2,"REP",3449.57,0,2949.57,0,25581.18,26081.18,0,2949.57,0,0,0,195503.65,500,"NM",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NM01129","OKPAREKE, NDIDIAMAKA","C",2,"REP",200,0,0,0,0,200,0,0,0,0,0,0,200,"NM",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2NM02191","VASQUEZ, GABRIEL","I",1,"DEM",878630.98,29500,291696.47,0,39085.13,626019.64,0,0,0,0,0,0,523653.93,"NM",2,NA,NA,NA,NA,NA,322272.8,1937.54,"06/30/2025",2276.5,250
"H6NM02119","ARAGON, EDDY","C",2,"REP",3214.75,0,126.67,0,0,3088.08,0,0,0,0,0,0,3214.75,"NM",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0NM03102","LEGER FERNANDEZ, TERESA","I",1,"DEM",374013.97,500,298237.7,0,407925.57,483701.84,0,0,0,0,0,0,340872.1,"NM",3,NA,NA,NA,NA,NA,31500,0,"06/30/2025",170,0
"H6NV01323","PERESZLENYI, ALEX","C",1,"DEM",2641,0,867.21,0,0,1773.79,682,0,0,0,0,0,1959,"NV",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8NV03036","TITUS, DINA","I",1,"DEM",380152.86,16750,51587.97,0,155363.56,483928.45,0,0,0,0,0,0,109773.89,"NV",1,NA,NA,NA,NA,NA,253500,128.97,"06/30/2025",50,0
"H4NV01237","BORIS, MICHAEL","C",2,"REP",0,0,0,0,0,0,0,0,0,0,0,23752.79,0,"NV",1,NA,NA,NA,NA,NA,0,0,"03/31/2025",0,0
"H6NV01307","MARCHANT, JIM","C",2,"REP",3681.5,0,3673.37,0,0,8.13,0,0,0,0,0,0,3681.5,"NV",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NV01315","KHAN, AFZAL","C",2,"REP",3699.2,0,2622.19,0,0,1077.01,0,0,3466,0,0,3466,233.2,"NV",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2NV02395","AMODEI, MARK EUGENE","I",2,"REP",230874.44,0,158874.53,0,361040.61,433040.52,0,0,0,0,0,9000,132624.44,"NV",2,NA,NA,NA,NA,NA,98250,0,"06/30/2025",0,0
"H6NV04020","LEE, SUSIE","I",1,"DEM",1044655.73,42957.38,288041.03,0,466654.54,1223269.24,0,0,0,0,0,0,595739.75,"NV",3,NA,NA,NA,NA,NA,374825,1557.46,"06/30/2025",2260.83,2500
"H4NV03175","LONDON, STEVEN","C",2,"REP",42069.94,0,42069.94,0,0,0,42069.94,0,0,0,0,0,0,"NV",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NV03196","BRANDLIN, CHRISTOPHER PAUL","C",2,"REP",149269.73,0,58188.62,0,0,91081.11,31665.73,108179,0,0,0,108179,9425,"NV",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NV03204","O'DONNELL, MARTY","C",2,"REP",3013690.89,0,63746.97,0,0,2949943.92,0,3e+06,0,0,0,3e+06,12787.48,"NV",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",7.29,0
"H6NV03212","NAGY, AURY","C",2,"REP",52155,0,25207.31,0,0,26947.69,0,20000,0,0,0,20000,32155,"NV",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NV03220","ANDERSON, TERA","C",2,"REP",127940,0,29244.33,0,0,98695.67,0,50100,0,0,0,50100,77840,"NV",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NV03238","KENNEDY, RONDA","C",2,"REP",0,0,0,0,0,0,0,0,0,0,0,0,0,"NV",3,NA,NA,NA,NA,NA,0,0,"07/17/2025",0,0
"H2NV04011","HORSFORD, STEVEN ALEXZANDER","I",1,"DEM",906136.3,17151.08,423228.44,0,6290.51,489198.37,0,0,0,0,0,98380.98,341187.42,"NV",4,NA,NA,NA,NA,NA,538517.93,1420.88,"06/30/2025",1001.8,0
"H4NV04108","FLIPPO, DAVID","C",2,"REP",540591.89,0,164740.86,0,4161.21,380012.24,30000,325000,0,0,0,403000,185514.73,"NV",4,NA,NA,NA,NA,NA,0,0,"06/30/2025",57700,0
"H6NV04111","WHIPPLE, CODY K","C",2,"REP",178140,0,3942.97,0,0,174197.03,0,1e+05,0,0,0,1e+05,78140,"NV",4,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NV04129","HILL, AARON DR.","C",2,"REP",48442.56,0,43870.58,0,0,4571.98,0,0,0,0,0,0,48440.51,"NV",4,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NY01134","VENTOURAS, LUKAS","C",1,"DEM",8709.5,0,9379.21,0,87.59,1544.42,2700,0,0,0,0,0,5954.3,"NY",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2NY01190","NICK, LALOTA","I",2,"REP",1266597.82,601469.04,200479.05,999.99,676077.66,1742196.43,0,0,0,0,0,0,339269.3,"NY",1,NA,NA,NA,NA,NA,286500,0,"06/30/2025",1312.68,0
"H6NY02132","TAVERAS, JOSHUA J","C",1,"DEM",815.01,0,711.46,0,0,103.55,25,0,0,0,0,0,790.01,"NY",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0NY02234","GARBARINO, ANDREW","I",2,"REP",842916.13,95177.95,349425.23,0,1545606.29,2039097.19,0,0,0,0,0,0,164092.62,"NY",2,NA,NA,NA,NA,NA,564500,0,"06/30/2025",0,0
"H6NY03247","SUOZZI, THOMAS","I",1,"DEM",1393556.03,19250,378677.7,0,2034341.17,3049219.5,0,0,0,0,0,0,855684.59,"NY",3,NA,NA,NA,NA,NA,518050,464.68,"06/30/2025",13707.63,0
"H2NY04244","GILLEN, LAURA","C",1,"DEM",1337131.34,58525,309899.81,0,23203.32,1050434.85,0,0,0,0,0,0,894384.13,"NY",4,NA,NA,NA,NA,NA,358500,1173.9,"06/30/2025",9700.98,0
"H4NY04158","GILLEN, LAURA","I",1,"DEM",1337131.34,58525,309899.81,0,23203.32,1050434.85,0,0,0,0,0,0,894384.13,"NY",4,NA,NA,NA,NA,NA,358500,1173.9,"06/30/2025",9700.98,0
"H4NY04174","JONES, GIAN A","C",1,"DEM",0,0,0,0,9582.92,9582.92,0,0,0,0,0,2348,0,"NY",4,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8NY06048","MEEKS, GREGORY W.","I",1,"DEM",579488.17,89298.95,812179.79,0,2228552.07,1995860.45,0,0,0,0,0,0,165149.24,"NY",5,NA,NA,NA,NA,NA,325000,0,"06/30/2025",2900,0
"H2NY06116","MENG, GRACE","I",1,"DEM",307541.23,0,471190.44,0,968885.81,805236.6,0,0,0,0,0,0,195741.23,"NY",6,NA,NA,NA,NA,NA,111550,0,"06/30/2025",1000,0
"H2NY00010","VELAZQUEZ, NYDIA M.","I",1,"DEM",155627.65,0,105869.46,0,159566.43,209324.62,0,0,0,0,0,7736.52,101627.65,"NY",7,NA,NA,NA,NA,NA,54000,0,"06/30/2025",0,0
"H2NY10092","JEFFRIES, HAKEEM","I",1,"DEM",6093553.2,1014270.5,4757853.32,0,4954564.65,6290264.53,0,0,0,0,0,0,4282610.75,"NY",8,NA,NA,NA,NA,NA,793500,0,"06/30/2025",32380.53,5000
"H4NY11138","CLARKE, YVETTE D","I",1,"DEM",343463.51,0,318830.16,0,110054.74,134688.09,0,0,0,0,0,49480,132953.77,"NY",9,NA,NA,NA,NA,NA,209392.45,0,"06/30/2025",0,100
"H2NY10308","GOLDMAN, DANIEL","I",1,"DEM",613803.93,210200,474069.84,0,932248.88,1071982.97,0,0,0,0,0,4888468.2,350853.93,"NY",10,NA,NA,NA,NA,NA,52750,0,"06/30/2025",442,0
"H4NY10130","HUTCHISON, EVAN HALE","C",1,"DEM",6935,0,7173.06,0,1222.33,984.27,0,6935,0,0,0,24520.79,0,"NY",10,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NY11232","MCGHIE, TROY","C",1,"DEM",25985,0,3045.64,0,0,22939.36,250,0,0,0,0,0,25735,"NY",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0NY11078","MALLIOTAKIS, NICOLE","I",2,"REP",854650.51,164082.34,386089.53,0,1346246.46,1814807.44,0,0,0,0,0,0,301131.84,"NY",11,NA,NA,NA,NA,NA,379850,0,"06/30/2025",4119.17,2500
"H2NY17071","NADLER, JERROLD L","I",1,"DEM",190022.03,0,140866.77,0,194551.65,243745.76,0,0,0,0,0,0,127022.03,"NY",12,NA,NA,NA,NA,NA,63000,0,"06/30/2025",0,0
"H2NY13096","ESPAILLAT, ADRIANO","I",1,"DEM",646008.81,0,169017.98,0,396424.69,873415.52,0,0,0,0,0,0,510193.51,"NY",13,NA,NA,NA,NA,NA,135175,0,"06/30/2025",0,0
"H8NY15148","OCASIO-CORTEZ, ALEXANDRIA","I",1,"DEM",15424725.28,31000,9344165.22,0,3734646.88,9815206.94,0,0,0,0,0,0,15293800.87,"NY",14,NA,NA,NA,NA,NA,7550,0,"06/30/2025",42063.4,0
"H2NY14128","FORTE, TINA","C",2,"REP",296416.04,0,338742.41,0,82215.05,39888.68,0,0,0,0,0,15000,293447.64,"NY",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",2143.72,0
"H6NY14251","HYSENAJ, DIAMANT","C",2,"REP",88596.66,0,70970.25,0,0,17626.41,0,8888.88,0,0,0,8888.88,79707.78,"NY",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NY14269","RIVERA-DIAZ, ARIEL","C",2,"REP",161.37,0,6.37,0,0,155,0,0,0,0,0,0,161.37,"NY",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0NY15160","TORRES, RITCHIE JOHN","I",1,"DEM",3099885.49,1582821.25,539763.95,0,11423981.97,13984103.51,0,0,0,0,0,0,956727.34,"NY",15,NA,NA,NA,NA,NA,231500,0,"06/30/2025",7754.07,0
"H4NY15147","VEGA, JOSE DAVID","C",3,"UN",73497,0,71939.72,0,1273.43,2830.71,0,0,0,0,0,0,73497,"NY",15,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4NY16087","LATIMER, GEORGE","I",1,"DEM",167410.39,0,232012.98,0,192653.99,128051.4,0,0,0,0,0,0,99866.5,"NY",16,NA,NA,NA,NA,NA,65750,0,"06/30/2025",35,0
"H6NY17155","REINMANN, JESSICA","C",1,"DEM",535007.25,0,92434.52,0,0,442572.73,115000,1e+05,0,0,0,1e+05,319982.25,"NY",17,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NY17163","DAVIDSON, BETH","C",1,"DEM",855448.31,0,366129.45,0,0,489318.86,0,0,0,0,0,0,850317.99,"NY",17,NA,NA,NA,NA,NA,4440,0,"06/30/2025",759,100
"H6NY17171","CONLEY, CAIT","C",1,"DEM",815525.08,0,201737.72,0,0,613787.36,7000,0,0,0,0,0,776525.08,"NY",17,NA,NA,NA,NA,NA,32000,0,"06/30/2025",110,0
"H6NY17189","SACKS, MIKE","C",1,"DEM",212160.46,0,110453.39,0,0,101707.07,0,0,0,0,0,0,212160.46,"NY",17,NA,NA,NA,NA,NA,0,0,"06/30/2025",25,0
"H6NY17197","SULLIVAN, JOHN","C",1,"DEM",300887.56,0,136874.21,0,0,164013.35,0,0,0,0,0,0,300887.56,"NY",17,NA,NA,NA,NA,NA,0,0,"06/30/2025",171,0
"H6NY17205","PHILLIPS-STALEY, EFFIE","C",1,"DEM",151864.64,0,52624.53,0,0,99240.11,0,1e+05,0,0,0,1e+05,51864.64,"NY",17,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NY17213","CHATZKY, PETER","C",1,"DEM",680192.94,0,5839.51,0,0,674353.43,5,5e+05,0,0,0,5e+05,180187.94,"NY",17,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2NY17162","LAWLER, MICHAEL VINCENT","I",2,"REP",2837034.51,1001971.88,806035.85,0,169368.52,2200367.18,0,0,0,0,0,0,1153502.59,"NY",17,NA,NA,NA,NA,NA,658753.4,5000,"06/30/2025",31833.87,0
"H8NY19223","RYAN, PATRICK","I",1,"DEM",2004246.9,23375.63,521262.81,0,167191.36,1650175.45,0,0,0,0,0,0,1708030.89,"NY",18,NA,NA,NA,NA,NA,194046.61,0,"06/30/2025",-3151.63,0
"H8NY22177","RILEY, JOSH","I",1,"DEM",1482964.78,77432.38,371787.41,0,68319.61,1179496.98,0,0,0,0,0,31256.6,1084221.72,"NY",19,NA,NA,NA,NA,NA,313521,619.68,"06/30/2025",17337.47,2000
"H8NY21203","TONKO, PAUL DAVID","I",1,"DEM",296528.91,0,371497.4,0,599501.91,524533.42,0,0,0,0,0,0,123227.27,"NY",20,NA,NA,NA,NA,NA,172420,0,"06/30/2025",85,0
"H4NY21145","COLLINS, PAULA","C",1,"DEM",13512.87,0,14267.84,0,95408.12,94658.15,0,1000,0,0,0,41732.13,12477.87,"NY",21,NA,NA,NA,NA,NA,0,0,"05/20/2025",0,0
"H6NY21199","GENDEBIEN, BLAKE","C",1,"DEM",3294040.24,0,1584731.92,0,252341.49,1961649.81,0,0,0,0,0,6093.8,3264909.48,"NY",21,NA,NA,NA,NA,NA,21250,0,"06/30/2025",33825.45,100
"H6NY21207","HEWITT, DYLAN","C",1,"DEM",113562.31,0,102667.24,0,0,10895.07,0,0,0,0,0,0,112601.67,"NY",21,NA,NA,NA,NA,NA,0,0,"06/30/2025",99608,0
"H4NY21079","STEFANIK, ELISE M.","I",2,"REP",2217280.21,1185000.33,963886.82,0,8747917.48,10001310.87,0,0,0,0,0,0,916687.02,"NY",21,NA,NA,NA,NA,NA,95592.86,20000,"06/30/2025",1000,0
"H6NY21157","CONSTANTINO, ANTHONY THOMAS","C",2,"REP",0,0,1525184.69,0,2306886.83,781702.14,0,0,0,0,0,2605400,0,"NY",21,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4NY22085","MANNION, JOHN W","I",1,"DEM",858980.18,16750,236052.36,0,128241.3,751169.12,0,0,0,0,0,0,471829.72,"NY",22,NA,NA,NA,NA,NA,315500,1209,"06/30/2025",5912.5,0
"H6NY22163","SALKA, JOHN JOSEPH MR.","C",2,"REP",3350,0,1771.63,0,0,1578.37,100,0,0,0,0,0,3250,"NY",22,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6NY23534","STOCKER, KEVIN","C",1,"DEM",0,0,0,0,0,0,0,0,0,0,0,0,0,"NY",23,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2NY23228","LANGWORTHY, NICK","I",2,"REP",734225.27,76303.4,273332.34,0,1093808.09,1554701.02,0,0,0,0,0,0,297390.4,"NY",23,NA,NA,NA,NA,NA,348944.01,4047,"06/30/2025",310.14,500
"H2NY24127","HOLDEN, STEVEN WESLEY SR.","C",1,"DEM",8593.5,0,12142.26,0,11059.71,-3989.05,0,0,0,0,0,0,8593.5,"NY",24,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4NY22051","TENNEY, CLAUDIA","I",2,"REP",1186137.43,340389.94,624434.53,0,355002.36,916705.26,0,0,0,0,0,0,464758.14,"NY",24,NA,NA,NA,NA,NA,380400,0,"06/30/2025",1200.5,0
"H8NY25105","MORELLE, JOSEPH D","I",1,"DEM",495597.6,26000,401747.03,0,380204.28,474054.85,0,0,0,0,0,0,188698.59,"NY",25,NA,NA,NA,NA,NA,276500,0,"06/30/2025",30,0
"H4NY26078","KENNEDY, TIMOTHY","I",1,"DEM",716891.32,0,374537.46,0,339064.55,681418.41,0,0,0,0,0,0,507624.55,"NY",26,NA,NA,NA,NA,NA,205550,0,"06/30/2025",1000,100
"H2OH01194","LANDSMAN, GREG","I",1,"DEM",1116382.97,12000,257422.23,0,180114.91,1039075.65,0,0,0,0,0,8181.03,850164.16,"OH",1,NA,NA,NA,NA,NA,253000,32.68,"06/30/2025",550.5,5000
"H4OH02248","TAYLOR, DAVID","I",2,"REP",355832.13,8851.66,135829.39,0,127807.74,347810.48,0,0,0,0,0,1707300,178230.47,"OH",2,NA,NA,NA,NA,NA,168250,0,"06/30/2025",1.73,0
"H2OH03125","BEATTY, JOYCE","I",1,"DEM",367201.68,0,441778.33,0,2712573.5,2637996.85,0,0,0,0,0,2500,109394.43,"OH",3,NA,NA,NA,NA,NA,254083.33,0,"06/30/2025",0,0
"H6OH04173","WILSON, TAMARA","C",1,"DEM",22049.51,0,0,0,498770.42,520819.93,0,0,0,0,0,0,22049.51,"OH",4,NA,NA,NA,NA,NA,0,0,"03/31/2025",0,0
"H6OH04082","JORDAN, JAMES D.","I",2,"REP",1055485.77,31859.62,1409383.44,3590,7565751.18,7211853.51,0,0,0,0,0,0,614225.82,"OH",4,NA,NA,NA,NA,NA,92550,0,"06/30/2025",8538.81,0
"H8OH05036","LATTA, ROBERT EDWARD","I",2,"REP",541071.55,29700,220073.29,0,596795.08,917793.34,0,0,0,0,0,0,243168.2,"OH",5,NA,NA,NA,NA,NA,263550,0,"06/30/2025",0,0
"H4OH06231","KRIPCHAK, MICHAEL LAWRENCE","C",1,"DEM",0,0,0,0,6111.17,6111.17,0,0,0,0,0,0,0,"OH",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6OH06160","RITCHIE, MALCOLM","C",1,"DEM",2520,0,579.81,0,0,1940.19,2000,0,0,0,0,0,520,"OH",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4OH06165","RULLI, MICHAEL","I",2,"REP",394824.96,75530.2,260071.76,50000,70637.11,205390.31,0,0,0,0,0,0,104444.75,"OH",6,NA,NA,NA,NA,NA,214550,0,"06/30/2025",385,1000
"H6OH07135","EISNER, MICHAEL","C",1,"DEM",9757.72,0,218.35,0,0,9539.37,207.72,0,0,0,0,0,9550,"OH",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2OH16051","MILLER, MAX","I",2,"REP",705137.71,253834.08,175175.91,0,174529.39,704491.19,0,0,0,0,0,1e+06,195708.27,"OH",7,NA,NA,NA,NA,NA,254940.79,0,"06/30/2025",-875,0
"H2OH16069","SCHULZ, JONAH","",2,"REP",15100,0,5994.34,0,0,9105.66,0,0,0,0,0,0,15100,"OH",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6OH08315","DAVIDSON, WARREN","I",2,"REP",233818.06,61896.72,213026.21,0,394701.11,415492.96,0,0,0,0,0,0,64826.23,"OH",8,NA,NA,NA,NA,NA,97408.9,0,"06/30/2025",5803.13,1000
"H2OH09031","KAPTUR, MARCY HON. M.C.","I",1,"DEM",678667.02,34415.25,186104.13,0,448926.49,941489.38,0,0,0,0,0,0,335588.99,"OH",9,NA,NA,NA,NA,NA,306601.85,0,"06/30/2025",2792,3900
"H4OH09169","MERRIN, DEREK","C",2,"REP",3801.46,3571.7,80452.61,54781.19,76651.15,0,0,0,0,0,0,0,16.49,"OH",9,NA,NA,NA,NA,NA,0,0,"07/15/2025",259.42,0
"H6OH09115","NADEEM, ALEA","C",2,"REP",133351.41,0,47771.96,0,0,85579.45,0,0,0,0,0,0,121851.41,"OH",9,NA,NA,NA,NA,NA,11500,0,"06/30/2025",0,0
"H2OH03067","TURNER, MICHAEL R REP.","I",2,"REP",367799.89,112107.02,267683.21,0,430424.96,530541.64,0,0,0,0,0,0,110849.5,"OH",10,NA,NA,NA,NA,NA,144500,0,"06/30/2025",0,0
